Age,City/PIN,IncomeBracket,HouseholdSize,OrderFreq,TypicalSpend,PrimaryMotivation,DietPattern,Allergies,NutritionImportance,BasketCombineInterest,HotSyncValue,PreferredDeliveryTier,ExtraFeeExpress,EcoSaverLikelihood_GreenCoins,LowCarbonPackagingImportance,ReturnPouch,BundleDealInterest,PreferredIncentives,AccessibilityFeatures,PainPoints,AdoptionLikelihood_30d
40,Kolkata,25-50k,3,1-3/mo,168,Variety,Calorie-controlled,None,2,4,3,Eco-Saver,0,4,2,Yes,4,"Surprise free items,Targeted discounts",Courier empathy rating,Sustainability concerns,3
23,Jaipur,25-50k,3,3-5/wk,163,Variety,None,None,2,2,4,Express Fresh,34,2,3,Yes,3,Streak cashback,Larger text/UI,High fees,2
20,Delhi,>100k,6,1-3/mo,235,Other,Vegetarian,None,5,5,4,Express Fresh,72,3,5,Yes,2,Carbon-offset badges,"Color-blind palette,Courier empathy rating","Confusing UI,Late deliveries,High fees",5
23,Delhi,<25k,3,<1/mo,103,Convenience,High-protein,Dairy,4,4,2,Express Fresh,24,3,4,Yes,3,Surprise free items,Voice-first ordering,"Limited healthy options,High fees",5
33,Jaipur,25-50k,4,3-5/wk,127,Convenience,None,None,3,4,4,Eco-Saver,0,3,4,No,3,"Targeted discounts,Surprise free items,Carbon-offset badges","Courier empathy rating,Larger text/UI",High fees,4
18,Pune,50-75k,1,3-5/wk,130,Time constraints,None,Dairy,4,5,2,Eco-Saver,0,5,3,Yes,4,"Surprise free items,Targeted discounts","Larger text/UI,Courier empathy rating",Sustainability concerns,5
18,Jaipur,50-75k,1,1-3/mo,66,Variety,Calorie-controlled,None,3,2,3,Eco-Saver,0,4,2,Yes,2,"Streak cashback,Targeted discounts",Larger text/UI,"High fees,Cold food,Confusing UI",2
29,Lucknow,25-50k,5,1-2/wk,111,Health meals,None,None,2,3,3,Express Fresh,59,4,4,Yes,2,"Streak cashback,Targeted discounts",Color-blind palette,Cold food,3
27,Chennai,75-100k,5,3-5/wk,161,Variety,None,"Peanuts,Shellfish",4,3,5,Eco-Saver,0,5,3,Yes,1,"Targeted discounts,Surprise free items","Courier empathy rating,Color-blind palette",Late deliveries,3
18,Jaipur,50-75k,1,1-3/mo,134,Time constraints,Vegan,"Shellfish,Peanuts",3,5,2,Eco-Saver,0,3,4,Yes,2,"Carbon-offset badges,Streak cashback",None,"Confusing UI,High fees",4
18,Ahmedabad,25-50k,5,1-3/mo,112,Health meals,Calorie-controlled,None,4,4,4,Eco-Saver,0,3,5,Yes,3,"Carbon-offset badges,Surprise free items",None,High fees,5
33,Kolkata,25-50k,1,1-2/wk,118,Time constraints,None,None,4,5,2,Eco-Saver,0,4,3,No,4,"Carbon-offset badges,Targeted discounts",None,"Confusing UI,High fees",5
24,Mumbai,50-75k,4,1-3/mo,271,Variety,Gluten-free,None,3,5,4,Express Fresh,65,3,4,No,5,Carbon-offset badges,"Larger text/UI,Color-blind palette","Cold food,Late deliveries",4
18,Hyderabad,75-100k,1,1-2/wk,119,Time constraints,Calorie-controlled,None,4,4,4,Depends,0,4,3,No,3,None of these,"Courier empathy rating,Larger text/UI","Confusing UI,Late deliveries,High fees",4
18,Ahmedabad,<25k,1,1-2/wk,115,Health meals,None,None,3,5,2,Eco-Saver,0,2,3,Yes,4,"Carbon-offset badges,Surprise free items,Targeted discounts",Courier empathy rating,"Late deliveries,Confusing UI,Limited healthy options",2
36,Hyderabad,>100k,1,1-2/wk,171,Health meals,Vegetarian,"Gluten,Peanuts",2,4,5,Express Fresh,139,4,2,Yes,4,"Targeted discounts,Surprise free items,Carbon-offset badges",Courier empathy rating,None,4
26,Mumbai,<25k,2,1-2/wk,183,Other,Calorie-controlled,None,2,3,3,Depends,0,3,3,Yes,4,Targeted discounts,"Color-blind palette,Larger text/UI","Confusing UI,High fees",2
39,Kolkata,<25k,5,1-2/wk,115,Health meals,None,Dairy,4,5,4,Eco-Saver,0,5,3,No,3,"Surprise free items,Targeted discounts,Streak cashback",None,"Limited healthy options,Confusing UI,High fees",5
28,Pune,25-50k,3,1-2/wk,121,Other,Other,None,4,5,4,Express Fresh,44,4,5,Yes,4,"Surprise free items,Targeted discounts,Streak cashback",None,Limited healthy options,5
38,Jaipur,<25k,4,1-3/mo,124,Time constraints,High-protein,Dairy,4,3,4,Express Fresh,31,4,5,Yes,4,Carbon-offset badges,"Color-blind palette,Larger text/UI","Limited healthy options,High fees,Sustainability concerns",5
31,Delhi,<25k,2,1-2/wk,104,Time constraints,None,None,3,4,3,Eco-Saver,0,2,4,Yes,3,Streak cashback,"Larger text/UI,Color-blind palette","Sustainability concerns,Cold food,Late deliveries",3
32,Pune,>100k,2,1-2/wk,251,Time constraints,Keto,Gluten,5,3,3,Express Fresh,78,4,4,Yes,5,Streak cashback,"Courier empathy rating,Larger text/UI",None,5
20,Lucknow,>100k,6,<1/mo,160,Time constraints,Calorie-controlled,None,2,3,2,Eco-Saver,0,2,1,Yes,4,"Streak cashback,Targeted discounts,Surprise free items","Courier empathy rating,Voice-first ordering","Cold food,Limited healthy options,Confusing UI",2
18,Pune,50-75k,1,3-5/wk,141,Other,Calorie-controlled,None,4,3,3,Eco-Saver,0,3,2,Yes,4,Streak cashback,"Color-blind palette,Larger text/UI",High fees,4
23,Mumbai,50-75k,2,1-3/mo,162,Other,None,"Gluten,Peanuts",5,4,4,Eco-Saver,0,5,4,Yes,4,"Carbon-offset badges,Targeted discounts,Surprise free items","Voice-first ordering,Courier empathy rating","High fees,Limited healthy options",5
30,Lucknow,>100k,3,1-2/wk,228,Variety,Keto,"Peanuts,Soy",3,4,2,Depends,0,2,4,Yes,4,"Surprise free items,Streak cashback","Color-blind palette,Larger text/UI",Confusing UI,3
18,Pune,25-50k,7,<1/mo,76,Convenience,None,None,5,5,4,Express Fresh,50,4,5,Yes,4,Surprise free items,"Color-blind palette,Voice-first ordering","Limited healthy options,Late deliveries",4
32,Chennai,50-75k,2,3-5/wk,193,Other,Calorie-controlled,None,2,3,3,Express Fresh,107,3,4,Yes,3,"Surprise free items,Carbon-offset badges,Targeted discounts","Larger text/UI,Courier empathy rating","High fees,Sustainability concerns",4
31,Lucknow,75-100k,2,1-2/wk,141,Time constraints,Vegetarian,None,3,5,4,Express Fresh,94,3,3,No,4,"Carbon-offset badges,Surprise free items","Courier empathy rating,Voice-first ordering","Limited healthy options,Confusing UI",2
33,Kolkata,75-100k,5,1-2/wk,153,Time constraints,None,None,2,2,3,Eco-Saver,0,4,3,Yes,2,None of these,"Color-blind palette,Larger text/UI","Sustainability concerns,Cold food",2
30,Mumbai,25-50k,1,1-2/wk,122,Convenience,None,None,4,4,4,Depends,0,4,2,Yes,5,"Streak cashback,Surprise free items","Color-blind palette,Larger text/UI","Sustainability concerns,Confusing UI,Limited healthy options",4
30,Delhi,<25k,2,3-5/wk,196,Convenience,None,None,3,2,4,Express Fresh,31,4,3,No,1,"Targeted discounts,Carbon-offset badges","Larger text/UI,Courier empathy rating","Cold food,High fees,Confusing UI",3
26,Jaipur,75-100k,1,<1/mo,125,Time constraints,None,Gluten,4,3,4,Eco-Saver,0,3,2,No,3,"Surprise free items,Carbon-offset badges",Courier empathy rating,"High fees,Limited healthy options,Sustainability concerns",2
23,Pune,25-50k,3,3-5/wk,243,Variety,Gluten-free,None,4,3,3,Express Fresh,17,2,3,Yes,4,"Carbon-offset badges,Streak cashback",None,Cold food,2
36,Hyderabad,50-75k,3,1-3/mo,172,Variety,Vegetarian,Dairy,4,3,5,Eco-Saver,0,3,2,No,3,None of these,Voice-first ordering,Cold food,4
28,Mumbai,25-50k,1,3-5/wk,165,Other,Vegetarian,Dairy,5,5,4,Depends,0,2,2,Yes,3,"Surprise free items,Carbon-offset badges,Targeted discounts",None,Cold food,5
18,Lucknow,>100k,2,1-2/wk,248,Health meals,Calorie-controlled,"Dairy,Soy",5,4,3,Eco-Saver,0,3,4,Yes,2,Targeted discounts,None,Late deliveries,5
35,Bengaluru,>100k,2,1-3/mo,1440,Other,None,None,3,3,4,Express Fresh,136,3,5,Yes,4,"Targeted discounts,Streak cashback","Voice-first ordering,Courier empathy rating",Limited healthy options,4
26,Chennai,<25k,3,3-5/wk,121,Health meals,Vegan,None,3,4,3,Depends,0,4,2,Yes,5,Targeted discounts,None,"Late deliveries,High fees",2
41,Pune,<25k,1,3-5/wk,65,Health meals,None,None,2,3,3,Express Fresh,65,3,5,Yes,5,"Streak cashback,Targeted discounts,Carbon-offset badges",Color-blind palette,"Cold food,Sustainability concerns,High fees",2
33,Lucknow,50-75k,2,1-2/wk,99,Health meals,None,None,5,5,2,Express Fresh,59,4,4,Yes,3,Carbon-offset badges,None,None,5
34,Kolkata,25-50k,1,1-3/mo,189,Other,Gluten-free,None,1,4,3,Express Fresh,63,3,4,Yes,5,"Streak cashback,Targeted discounts,Surprise free items","Voice-first ordering,Courier empathy rating",Sustainability concerns,4
23,Hyderabad,>100k,2,1-2/wk,127,Time constraints,Vegetarian,None,4,5,4,Depends,0,1,4,Yes,5,"Surprise free items,Streak cashback,Carbon-offset badges",None,"Limited healthy options,Confusing UI,High fees",4
